unit_id,file_id,heading_path,part,start_line,end_line,line_count,scene,scene_requested,scene_document_prior,scene_routing_decision,scene_routing_policy_sha256,scene_routing_policy_revision,scene_routing_top_score,scene_routing_margin,voice_profile_id,voice_profile_revision,voice_profile_confidence,voice_profile_kind,voice_profile_source,voice_profile_binding_scene,voice_profile_sha256,voice_default_disclosure,mode,intensity,owner_chunk,chunk_binding_sha256,context_before_unit,context_after_unit,author_chars,protected_spans,status,hash_before,hash_after,diff_path,protected_hashes_ok,style_validation,notes
U-5a952dcdf732,F00001,三大守恒定律 / 一对力的功，势能,1,753,807,55,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-5a952dcdf732,28afbdeef48c95e68fcc85c14a9d17718a40124604e017914ab4474efaa9a7a7,U-93a175ff5d21,U-aaa02321838d,640,64,PENDING,125e145c442b48b08b5c09cffa27248e9f6aa97ecf9e6c5ffdd653b2a7d37388,,,NOT_RUN,NOT_RUN,
U-aaa02321838d,F00001,三大守恒定律 / 角动量与角动量守恒,1,808,980,173,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-aaa02321838d,2d075c74e772aec91861bdc1dc9d2fa71126e137deea17c1b13207fb98392a89,U-5a952dcdf732,U-3cce0e4dc4b6,1130,128,PENDING,0e3caed0537d84ac98df1de792754b7451b45ba1fbfcf09b85abedd7d45c8272,,,NOT_RUN,NOT_RUN,
U-3cce0e4dc4b6,F00001,刚体力学,1,981,990,10,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-3cce0e4dc4b6,ca09c56099ebc7bb884717b377d72856873cbaec03435abf0179a66ee241479b,U-aaa02321838d,U-5526bbdfb490,0,1,SKIPPED_PROTECTED,37a529afde6a99fcf47e4ef128518468cb4497dd6fa7ee802efff9a10e7c5f49,,,NOT_RUN,NOT_RUN,
U-5526bbdfb490,F00001,刚体力学 / 刚体与定轴转动,1,991,1128,138,GENERAL,AUTO,COURSE,AMBIGUOUS,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,5,1,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-5526bbdfb490,e7d3c21243c6adc1892408f1bbfa2b365344d6a5f677619cc19ae13661f3637b,U-3cce0e4dc4b6,U-322b38e2be59,2278,238,UNRESOLVED,5ab52f9463f74cb3a67e97e764e0659f81ebb714878a7a3a7ecbae6b97bb7e24,,,NOT_RUN,NOT_RUN,"ambiguous_scene_route:COURSE,MODELING"
U-322b38e2be59,F00001,刚体力学 / 刚体定轴转动的角动量定理与转动定律,1,1129,1254,126,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-322b38e2be59,aa75e80667f049afde9fb9c4df95332e2475aa94966d54db8de9ce39a1d3a4db,U-5526bbdfb490,U-66401ff114b1,1256,137,PENDING,7cf73420674bb4df1049634a9da763161c6b4bda50894db018a9016467451bb4,,,NOT_RUN,NOT_RUN,
U-66401ff114b1,F00001,刚体力学 / 回转运动与陀螺的进动,1,1255,1374,120,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-66401ff114b1,3c1819c6461022b5a7d545acd15341274f3c99a93d73a6faae766a0ebde7dc09,U-322b38e2be59,U-068fd524dcff,908,108,PENDING,8ece7d52272717b9938e7a6c9778e21344dc12739eb5c7d53cef70387c8acad0,,,NOT_RUN,NOT_RUN,
U-068fd524dcff,F00001,机械振动,1,1375,1487,113,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-068fd524dcff,2369c3a4c89aacf84a57ea201a5473ce5a45564db3f9987664ac808e540bf716,U-66401ff114b1,U-966383e93b1e,215,105,PENDING,55e040d5bf3e96dd7f01c065171e12e02c0b91a8ad75e43bf94ac7416750db8b,,,NOT_RUN,NOT_RUN,
U-966383e93b1e,F00001,机械振动 / 振动能量,1,1488,1568,81,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-966383e93b1e,96a1db9388a64c8204f0886f3b169e06c900c5022d777de50a2c471591059469,U-068fd524dcff,U-27aa029b2563,212,50,PENDING,e555fb70f2ffcaf640431ff2355f0cb221b6e8d5e323dea0c1b011cda4f1bd8f,,,NOT_RUN,NOT_RUN,
U-27aa029b2563,F00001,机械振动 / 同方向同频率简谐振动的合成,1,1569,1593,25,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-27aa029b2563,d6758db1fe495c3f090dd34d33c10bbbc842b426ab37fa167b554a0e6c8047a1,U-966383e93b1e,U-d5fcbb55026e,60,8,PENDING,c5f73a30727ad2be7760e67f6d1f665fe221bdea996a089476bff4ab959dffe4,,,NOT_RUN,NOT_RUN,
U-d5fcbb55026e,F00001,机械振动 / 拍与拍频,1,1594,1622,29,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-d5fcbb55026e,73441ffbd873ac5377944f115d3336f3dbf35dbf73d7c47272e9fb0335a090b7,U-27aa029b2563,U-3af0d2755471,271,37,PENDING,6df5ab4003b89d387ddae2a26f9b0514f8efca1f893647ac4786800fa7c61b5b,,,NOT_RUN,NOT_RUN,
U-3af0d2755471,F00001,机械振动 / 相互垂直的合成,1,1623,1624,2,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-3af0d2755471,c361ba2d960f41704d52650b1d8b9cf68bceabfea4df924f0c42dad00fd547e5,U-d5fcbb55026e,U-c37af55ccd2a,0,1,SKIPPED_PROTECTED,5e4643845559b77dd2ba129cb80149966df4d6f97817198ccd858470b8350e00,,,NOT_RUN,NOT_RUN,
U-c37af55ccd2a,F00001,机械振动 / 相互垂直的合成 / 同频率相互垂直简谐运动的合成,1,1625,1640,16,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-c37af55ccd2a,591f843086805865e0da39c8f30e8c944242e21c98f490f7fac09917d401e4c1,U-3af0d2755471,U-9ae372a0372e,163,37,PENDING,e365dfc039eb0594ad4f27c91db1b80ae7c27a53f5d92f37736b0a347744d17f,,,NOT_RUN,NOT_RUN,
U-9ae372a0372e,F00001,机械振动 / 相互垂直的合成 / 不同频率相互垂直简谐运动的合成：李萨如图形,1,1641,1645,5,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-9ae372a0372e,0b038277f19e8a3bd33159a457f13f82c04a5b69494d0574c85090f7d349be9f,U-c37af55ccd2a,U-3d6c95c0687f,133,4,PENDING,82a8d358ae5529ae7b60c9ccd5d3c43dd178443247a21402b8d43cd9d6d725f5,,,NOT_RUN,NOT_RUN,
U-3d6c95c0687f,F00001,机械振动 / 阻尼振动,1,1646,1699,54,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-3d6c95c0687f,c78e67b8fd55366d3d27a1057bb7194b978e2b3edd47c008846c39aa97740254,U-9ae372a0372e,U-1a7d6fce24c1,38,14,PENDING,ec027ef4c29c8b07236fcfe1903a1ce37c9f0bff141d1dace3efa1bd15c12c54,,,NOT_RUN,NOT_RUN,
U-1a7d6fce24c1,F00001,机械振动 / 受迫振动,1,1700,1715,16,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-1a7d6fce24c1,7514159f9bb153ffd9c72ba812b72020478b80cb3dce66fc50369f8eb062302d,U-3d6c95c0687f,U-6f1216967d21,56,9,PENDING,67defe79e5e69e6b851bcb6328b0b4fce397808b4c93b4a2188c99a19f8e275a,,,NOT_RUN,NOT_RUN,
U-6f1216967d21,F00001,机械振动 / 共振,1,1716,1745,30,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-6f1216967d21,967593069040ce5b776195de21d2004f9bb6676241a453ee4579f21e0f779506,U-1a7d6fce24c1,U-fc693b54bb06,310,27,PENDING,2a3fea32b24d8c55685106fa77c8d88dc619153603bd9ca530089e50d6c9ccdb,,,NOT_RUN,NOT_RUN,
U-fc693b54bb06,F00001,机械波,1,1746,1805,60,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-fc693b54bb06,a749b584c78f82dad1565fdb097621ace5231fc0c5210081472c702868a25da0,U-6f1216967d21,U-bdc4a7851ced,284,28,PENDING,3f06098f9a12e9ada164bdc8b5b3e159df12281a8dbc5f6f2948a2c442086085,,,NOT_RUN,NOT_RUN,
U-bdc4a7851ced,F00001,机械波 / 平面简谐波的波函数,1,1806,1928,123,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-bdc4a7851ced,13d57caa9f14730d5bea82b59a192e608ca2abf02372d64ec2d696da4ab7dbf2,U-fc693b54bb06,U-1bfa9d80b5a1,817,107,PENDING,7c272af6d685306e182134dc0b33f997719718fe0bc5b3350aed82566be74976,,,NOT_RUN,NOT_RUN,
U-1bfa9d80b5a1,F00001,机械波 / 机械波的能量,1,1929,1985,57,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-1bfa9d80b5a1,d6979ac646838401dc684319fe5c2f0bbf7988426a823edd55d1663a841a6ee0,U-bdc4a7851ced,U-4a0799ab6445,654,44,PENDING,5c557c5fe6e35fe77bd646430c73a3b9fed956a28dfa7df1cff96f282bb147cc,,,NOT_RUN,NOT_RUN,
U-4a0799ab6445,F00001,机械波 / 惠更斯原理与波的衍射，波的反射和折射,1,1986,2005,20,GENERAL,AUTO,COURSE,FALLBACK_GENERAL,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,0,0,scene-default-general,1,DEFAULT,DEFAULT,SCENE_DEFAULT,GENERAL,3b4eeeaeb3af397378ead360550371ff4632cbce6fceca8923479c53de23a112,True,REWRITE,BALANCED,U-4a0799ab6445,c3df9be772697a2b1e2cc62b80b18e5304c0a77029fb6e4e7d361918385bd1e9,U-1bfa9d80b5a1,U-54a5eebc08e3,225,6,PENDING,e8dc2149233e0dbdfb771b872165a0f93e3d2e9c9e59fd1859f21af759719f69,,,NOT_RUN,NOT_RUN,
U-54a5eebc08e3,F00001,机械波 / 波的叠加，干涉,1,2006,2086,81,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,6,6,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-54a5eebc08e3,e2338759ae9f3ab6473539344933f197dae2a98317c68db8245159bdadba5f11,U-4a0799ab6445,U-b2e9683a3be0,353,41,PENDING,4758171713b1e7c4d0a797f9892f68a323187f0a059e098e46046f1874acceba,,,NOT_RUN,NOT_RUN,
U-b2e9683a3be0,F00001,机械波 / 驻波,1,2087,2170,84,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-b2e9683a3be0,a90b3c81e9fa6e495745aff4509ceca7604f40b939f7972cd44addf2f8dd907f,U-54a5eebc08e3,U-7a8f93aa97fa,397,35,PENDING,dffe222dbe63cb8c4291aee096b53cc6f7155604b26047e6c8359e00f8ab9e64,,,NOT_RUN,NOT_RUN,
U-7a8f93aa97fa,F00001,机械波 / 相位突变与半波损失,1,2171,2277,107,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,6,6,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-7a8f93aa97fa,cefcb10a69efe750ffb0302ca58ffd9204370f486bb0a813cc7639288a7407e9,U-b2e9683a3be0,U-b325e0f1a375,292,63,PENDING,464ec0e221fd10ce36cfb1d114db98e99f880a6126a46ee053ee80e028c6ce44,,,NOT_RUN,NOT_RUN,
U-b325e0f1a375,F00001,机械波 / 弦振动的简正模式,1,2278,2312,35,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-b325e0f1a375,926f9aa08d20ffa31862f3645301f3aca568adc2f92292871ac7b3e08a7a250f,U-7a8f93aa97fa,U-173d51b43463,90,13,PENDING,1141b39ba449818f4cffdb6b57aa567969090fe7874d2c0b8d15c7a4545f1ed7,,,NOT_RUN,NOT_RUN,
U-173d51b43463,F00001,机械波 / 多普勒效应,1,2313,2355,43,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-173d51b43463,d03efefa6a3d9770768ed31c7a1ca0b168d301bd5d96c12e602b2dd98603c092,U-b325e0f1a375,U-24d46230867e,90,28,PENDING,745a737abc82dd399cb6635a607f8898a62ff0bc21ad05a0d9ce6d5cdc76ebbc,,,NOT_RUN,NOT_RUN,
U-24d46230867e,F00001,光的干涉,1,2356,2419,64,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-24d46230867e,11b9b04e21cda203b9767a11e9dc786249e9717b95129de54b4387b40a17a227,U-173d51b43463,U-1752c9850ad3,297,36,PENDING,e654fd96a92efc0ad7e33b895d885cbeca1f5c10eb1b4d37127a36ff50308d5d,,,NOT_RUN,NOT_RUN,
U-1752c9850ad3,F00001,光的干涉 / 干涉的光强分布与光程,1,2420,2513,94,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,6,6,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-1752c9850ad3,236c59c9984654b171090a193e0280a9b9afcc7436cd6f59a60811022de8be58,U-24d46230867e,U-360468dbc955,142,16,PENDING,9227e8fefb83f250ee859f115592e05a2510037e4a79f5d4168658c3dc7d6f53,,,NOT_RUN,NOT_RUN,
U-360468dbc955,F00001,光的干涉 / 杨氏双缝干涉实验,1,2514,2691,178,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,6,6,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-360468dbc955,6255cac5c936f84c0989a494c0b019dce91810d1f31a397c96aa3029d3cae4ac,U-1752c9850ad3,U-d89348ee7254,914,104,PENDING,6bc06735db367a0b6bd73b4c87993bb29bc9e2e31a154f2b5218645a6a1e2fc7,,,NOT_RUN,NOT_RUN,
U-d89348ee7254,F00001,光的干涉 / 薄膜干涉公式与附加光程差,1,2692,2784,93,COURSE,AUTO,COURSE,ROUTED,8d0f916d91b5753fd94d358c4b32e9a6c02b1f30120f43b4cbb2165dc1684450,2,4,4,scene-default-course,1,DEFAULT,DEFAULT,SCENE_DEFAULT,COURSE,e8271e953d604cab9c4b4c0b6dd670d69145c0e44ee46c1ea5d40410903ce16c,True,REWRITE,BALANCED,U-d89348ee7254,bbe41eec2fd310f275fbb1abc52d23f3ca9257f158294e0b5c59396862ffad68,U-360468dbc955,U-972b557abc18,368,34,PENDING,ff6077969bdb28cbeac6ee3bfb8b6c376298b5d970549927da6e6a66d0aa7dea,,,NOT_RUN,NOT_RUN,
